Файлы ТИ,Названия ТИ,Папка модели,Выборка,"Ср. [абс. откл. / ср. за сутки], %","Мед. [абс. откл. / ср. за сутки], %","Макс. [абс. откл. / ср. за сутки], %",Ср. абс. откл.,Макс. абс. откл.,Ср. абс. % откл.,Макс. абс. % откл.,"Ср. [абс. откл. / ср. абс. за всё время], %","Мед. [абс. откл. / ср. абс. за всё время], %","Макс. [абс. откл. / ср. абс. за всё время], %"
ТИ_3339,Р л2799 Жам500-Бурное Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/220/L2799/P,Тестовая выборка,44.84781627325621,34.03156390435647,428.9611694930076,7.358252974647191,50.40293798328835,86.95523773059395,3044.5483845753342,39.921039323423365,33.08839525151691,273.4531791961666
ТИ_1932,Р л2829 Жамб-500- СЭС Бур,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/220/L2829/P,Обучающая выборка,35.515500714285345,23.992768947127953,356.018390034068,10.186833968933975,81.95639547007679,74.29571830844594,3035.095111310974,30.382559066616878,22.27096185432772,244.43757833398712
ТИ_1932,Р л2829 Жамб-500- СЭС Бур,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/220/L2829/P,Валидационная выборка,61.0463285530365,42.29748746991341,389.29490786703474,11.542931222067944,97.25378032704099,110.25521877481775,4098.337755141341,56.67349503260852,39.7411987050078,477.4967060125582
ТИ_1932,Р л2829 Жамб-500- СЭС Бур,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/220/L2829/P,Тестовая выборка,61.0463285530365,42.29748746991341,389.29490786703474,11.542931222067944,97.25378032704099,110.25521877481775,4098.337755141341,56.67349503260852,39.7411987050078,477.4967060125582
ТИ_950,Р л5019 Шим500-ТГРЭС Юг ,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/SHYMKENT/500/L5019/P,Обучающая выборка,13.216474843888424,9.812216286332294,191.7965328771589,41.7965160631707,303.6153865120008,15.757117278424944,10108.969150196977,12.246174569263173,9.682939428703163,88.95782173616446
ТИ_950,Р л5019 Шим500-ТГРЭС Юг ,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/SHYMKENT/500/L5019/P,Валидационная выборка,11.923771586822236,9.01412210119219,142.23997034533818,46.66842345484791,332.0823887215949,14.61177798930253,1903.0161852587166,11.280655288494245,8.95831992482722,80.27069862714455
ТИ_950,Р л5019 Шим500-ТГРЭС Юг ,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/SHYMKENT/500/L5019/P,Тестовая выборка,11.923771586822236,9.01412210119219,142.23997034533818,46.66842345484791,332.0823887215949,14.61177798930253,1903.0161852587166,11.280655288494245,8.95831992482722,80.27069862714455
ТИ_990,Р л5159 Жамб500 Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/500/L5159/P,Обучающая выборка,34.147017325704056,18.730906505499327,576.9810338503264,42.012141672677814,229.12364944615888,68.9899414115326,9487.459840772928,21.429891414616147,16.602809446622075,116.87323551384175
ТИ_990,Р л5159 Жамб500 Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/500/L5159/P,Валидационная выборка,71.68349330160385,54.228949733580436,533.1120366801056,52.26126370604832,323.42130106802966,182.81378914643275,9045.268791672954,59.35307391725016,49.07252624194114,367.309303821568
ТИ_990,Р л5159 Жамб500 Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/500/L5159/P,Тестовая выборка,71.68349330160385,54.228949733580436,533.1120366801056,52.26126370604832,323.42130106802966,182.81378914643275,9045.268791672954,59.35307391725016,49.07252624194114,367.309303821568
ТИ_976,Р л5169 Шимк500 Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/500/L5169/P,Обучающая выборка,34.822236354366325,24.72364072577331,420.4398582808516,36.28202728150481,242.1266149257128,59.656459957309394,7327.587256764999,29.583481726501613,24.040151766314796,197.4241470185409
ТИ_976,Р л5169 Шимк500 Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/500/L5169/P,Валидационная выборка,40.1948161619096,27.812402814242244,386.4518781672141,39.978678252870814,291.7223254262142,72.99029692840854,5333.781019278623,34.345833192599684,27.334946651204206,250.6197494642423
ТИ_976,Р л5169 Шимк500 Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/JAMBYL/500/L5169/P,Тестовая выборка,40.1948161619096,27.812402814242244,386.4518781672141,39.978678252870814,291.7223254262142,72.99029692840854,5333.781019278623,34.345833192599684,27.334946651204206,250.6197494642423
ТИ_976,Р л5169 Шимк500 Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/SHYMKENT/500/L5169/P,Обучающая выборка,34.822236354366325,24.72364072577331,420.4398582808516,36.28202728150481,242.1266149257128,59.656459957309394,7327.587256764999,29.583481726501613,24.040151766314796,197.4241470185409
ТИ_976,Р л5169 Шимк500 Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/SHYMKENT/500/L5169/P,Валидационная выборка,40.1948161619096,27.812402814242244,386.4518781672141,39.978678252870814,291.7223254262142,72.99029692840854,5333.781019278623,34.345833192599684,27.334946651204206,250.6197494642423
ТИ_976,Р л5169 Шимк500 Юг,outputs/UZHNIY/PROJECT/KAZ/UZHNIY/SHYMKENT/500/L5169/P,Тестовая выборка,40.1948161619096,27.812402814242244,386.4518781672141,39.978678252870814,291.7223254262142,72.99029692840854,5333.781019278623,34.345833192599684,27.334946651204206,250.6197494642423
Среднее,Среднее,Среднее,Обучающая выборка,22.74143097523757,15.305728510350411,259.664723578239,12.95003287998069,96.74617639413606,35.53699398374529,3027.4866239582702,19.168987006087452,14.234630863760271,167.46071093612125
Среднее,Среднее,Среднее,Валидационная выборка,32.343248396873626,20.70566412273188,373.5573287299041,14.834314133977328,114.22212731128253,61.076667374343465,3550.4814907994833,27.04451337259911,19.55317768538082,218.88804287594837
Среднее,Среднее,Среднее,Тестовая выборка,32.343248396873626,20.70566412273188,373.5573287299041,14.834314133977328,114.22212731128253,61.076667374343465,3550.4814907994833,27.04451337259911,19.55317768538082,218.88804287594837
